CustomerID,Age,Gender,Region,InsuranceType,PolicyTenure,PremiumAmount,Claimed,ClaimAmount
535,27,Female,North,Vehicle,28,11368.98,0,0.0
536,22,Male,East,Property,5,21077.14,0,0.0
537,53,Female,North,Health,3,17043.17,0,0.0
538,51,Female,West,Vehicle,23,19122.32,0,0.0
539,69,Female,North,Vehicle,6,12368.66,0,0.0
540,48,Male,North,Health,4,18418.1,0,0.0
541,27,Male,North,Vehicle,18,10632.26,0,0.0
542,36,Male,West,Health,28,18560.99,0,0.0
543,49,Female,West,Health,9,15687.36,0,0.0
544,18,Male,West,Property,17,17213.0,1,16035.24
545,22,Female,West,Life,29,10297.62,0,0.0
546,62,Male,East,Property,13,11419.72,0,0.0
547,21,Female,East,Life,27,17388.91,1,27805.02
548,33,Male,South,Life,15,11206.61,0,0.0
549,41,Male,West,Life,20,16852.83,0,0.0
550,33,Male,East,Vehicle,17,9531.45,0,0.0
551,19,Female,North,Property,13,18392.7,0,0.0
552,66,Female,West,Life,16,10069.91,1,15818.74
553,45,Male,South,Health,22,17209.2,1,8492.21
554,49,Male,South,Vehicle,4,17502.52,0,0.0
555,44,Female,South,Property,5,12212.91,0,0.0
556,37,Female,North,Life,5,17328.11,0,0.0
557,41,Female,East,Health,9,16041.77,0,0.0
558,29,Male,North,Property,17,12844.63,0,0.0
559,67,Female,West,Property,13,10965.78,0,0.0
560,52,Male,South,Vehicle,2,7149.5,0,0.0
561,50,Female,North,Property,13,16398.6,0,0.0
562,50,Male,North,Vehicle,22,8740.79,0,0.0
563,68,Female,East,Life,21,15381.38,0,0.0
564,60,Female,East,Vehicle,27,13946.21,0,0.0
565,54,Female,South,Health,23,17716.57,1,10111.59
566,29,Female,North,Vehicle,19,13791.82,0,0.0
567,20,Female,North,Health,3,13682.21,0,0.0
568,18,Male,East,Vehicle,10,17927.48,1,45853.95
569,50,Female,North,Property,2,16340.23,0,0.0
570,57,Female,North,Life,13,16264.62,0,0.0
571,27,Female,North,Health,19,16877.07,0,0.0
572,60,Male,East,Vehicle,26,8857.71,0,0.0
573,61,Female,South,Vehicle,17,18027.15,0,0.0
574,46,Male,West,Vehicle,21,17449.88,0,0.0
575,30,Female,South,Property,14,10933.27,0,0.0
576,29,Female,West,Property,12,14023.68,1,13890.38
577,48,Male,North,Health,21,14842.77,0,0.0
578,63,Female,South,Health,12,14462.01,0,0.0
579,19,Male,West,Property,11,16335.44,1,13579.4
580,68,Male,East,Health,7,20725.47,0,0.0
581,67,Female,East,Life,4,19327.07,1,31750.82
582,52,Male,South,Life,19,9751.12,0,0.0
583,40,Female,South,Property,1,17488.28,1,41488.46
584,34,Female,North,Health,28,20315.73,0,0.0
585,43,Male,South,Vehicle,24,16547.23,1,7765.4
586,25,Male,North,Life,29,19363.92,1,35623.75
587,46,Male,North,Property,3,23049.08,0,0.0
588,43,Male,East,Health,13,19094.84,0,0.0
589,27,Female,East,Property,15,15997.23,0,0.0
590,43,Female,West,Vehicle,2,19180.35,0,0.0
591,51,Male,East,Life,11,15579.55,0,0.0
592,68,Female,East,Property,4,15095.61,0,0.0
593,58,Female,South,Property,19,13594.34,0,0.0
594,24,Female,East,Property,29,21253.65,0,0.0
595,21,Female,West,Vehicle,17,11726.29,0,0.0
596,67,Male,South,Property,3,21129.47,0,0.0
597,62,Male,West,Vehicle,28,16999.46,0,0.0
598,28,Female,East,Vehicle,18,9402.78,0,0.0
599,46,Male,West,Vehicle,8,16470.6,0,0.0
600,53,Male,South,Life,22,6599.89,0,0.0
601,42,Male,North,Life,25,17502.03,0,0.0
602,38,Female,West,Property,24,18540.93,0,0.0
603,53,Female,West,Property,26,12630.58,0,0.0
604,27,Female,South,Life,19,15494.19,1,9945.16
605,54,Male,South,Health,5,22816.63,0,0.0
606,26,Female,West,Life,7,12977.01,0,0.0
607,41,Female,East,Vehicle,21,10764.37,0,0.0
608,52,Male,West,Life,8,20926.65,1,7106.72
609,66,Female,South,Vehicle,28,22850.35,1,8351.93
610,52,Female,North,Property,5,15014.78,0,0.0
611,65,Male,North,Health,17,19045.85,0,0.0
612,53,Male,East,Property,5,20365.9,1,51794.69
613,35,Male,West,Vehicle,4,12030.06,0,0.0
614,66,Female,North,Vehicle,22,13058.78,0,0.0
615,56,Female,West,Vehicle,19,19923.5,0,0.0
616,49,Female,South,Health,27,21740.06,0,0.0
617,41,Male,North,Life,21,17251.52,1,10515.75
618,40,Male,East,Property,2,11480.74,1,6329.36
619,49,Female,South,Property,11,22948.24,1,32957.6
620,54,Female,East,Life,22,12876.12,0,0.0
621,29,Male,South,Property,13,13659.45,1,35365.49
622,66,Male,North,Health,15,16369.35,0,0.0
623,30,Male,East,Property,12,21216.64,0,0.0
624,40,Male,East,Vehicle,22,18415.9,1,18185.42
625,42,Female,South,Life,21,16659.46,0,0.0
626,52,Male,East,Health,22,16853.15,0,0.0
627,58,Female,South,Life,11,15174.06,0,0.0
628,47,Female,South,Health,7,17232.56,1,24693.0
629,34,Female,South,Vehicle,28,4881.76,0,0.0
630,66,Male,South,Life,5,13813.57,0,0.0
631,37,Male,North,Property,17,15965.29,0,0.0
632,65,Male,South,Health,24,10395.94,1,6045.48
633,42,Male,West,Life,20,16545.29,1,25045.01
634,39,Female,East,Property,9,14182.12,0,0.0
635,30,Male,West,Life,14,22021.9,0,0.0
636,36,Male,North,Life,26,21292.08,0,0.0
637,66,Female,West,Life,12,13136.78,1,24875.86
638,53,Male,East,Health,6,14396.65,0,0.0
639,29,Female,West,Property,17,14704.21,1,27329.68
640,58,Female,North,Vehicle,19,13193.36,0,0.0
641,36,Female,South,Health,19,15780.1,1,19075.05
642,29,Female,West,Health,26,11966.87,1,14750.17
643,26,Female,North,Health,16,10477.54,0,0.0
644,24,Female,North,Vehicle,12,17490.84,1,10061.69
645,45,Female,East,Property,12,17518.12,0,0.0
646,31,Female,East,Property,20,11782.74,0,0.0
647,48,Male,West,Property,6,18581.42,0,0.0
648,69,Male,South,Life,23,12473.69,1,16891.99
649,36,Male,North,Life,26,16012.66,0,0.0
650,64,Male,West,Life,4,18281.38,0,0.0
651,33,Female,North,Vehicle,6,14865.55,0,0.0
652,22,Male,North,Life,11,16818.96,0,0.0
653,52,Female,South,Vehicle,1,12934.28,0,0.0
654,29,Male,South,Property,24,14214.13,0,0.0
655,42,Male,West,Life,23,14176.56,1,8734.0
656,69,Male,South,Life,15,12013.69,0,0.0
657,38,Female,South,Health,27,14292.9,0,0.0
658,53,Male,West,Vehicle,11,8805.53,0,0.0
659,40,Female,South,Property,25,13035.39,0,0.0
660,33,Female,East,Health,19,13860.5,1,33043.23
661,56,Male,North,Health,18,13975.28,1,40680.49
662,62,Male,North,Property,17,14034.01,0,0.0
663,59,Male,North,Health,19,14752.94,1,43083.98
664,56,Female,North,Vehicle,21,16917.77,1,44579.87
665,31,Male,West,Vehicle,14,18498.07,1,35336.52
666,48,Female,North,Life,27,12400.94,0,0.0
667,22,Female,North,Health,18,10187.2,1,22915.25
668,52,Male,North,Life,28,10831.82,0,0.0
669,40,Male,North,Health,19,13051.19,0,0.0
670,46,Female,East,Vehicle,15,13592.31,0,0.0
671,60,Female,North,Vehicle,15,11920.02,0,0.0
672,28,Female,East,Vehicle,4,9815.53,0,0.0
673,35,Male,West,Health,7,13175.52,0,0.0
674,64,Female,South,Vehicle,13,15725.71,0,0.0
675,29,Male,North,Health,3,17380.12,1,18444.7
676,26,Female,South,Life,16,12770.31,1,26011.55
677,27,Female,South,Health,9,13348.01,0,0.0
678,61,Male,West,Life,8,11293.21,1,18158.99
679,34,Female,South,Health,20,14874.24,1,24098.84
680,55,Male,East,Life,13,11606.29,1,27596.04
681,24,Male,South,Vehicle,17,17292.51,0,0.0
682,63,Female,South,Life,17,7856.53,0,0.0
683,30,Male,South,Vehicle,17,13561.48,1,15060.1
684,57,Male,North,Vehicle,1,16204.43,0,0.0
685,59,Female,North,Life,8,15735.34,0,0.0
686,26,Male,East,Health,19,25772.13,0,0.0
687,67,Male,East,Health,6,16399.2,0,0.0
688,44,Male,North,Property,3,10983.78,0,0.0
689,19,Female,East,Health,27,14618.14,0,0.0
690,22,Male,North,Property,5,7895.01,0,0.0
691,46,Female,West,Health,13,14677.6,1,17413.98
692,54,Female,South,Health,15,11667.78,1,32742.34
693,55,Male,South,Vehicle,14,18661.56,0,0.0
694,36,Male,East,Property,29,12801.84,1,6878.2
695,25,Male,North,Health,23,14532.94,0,0.0
696,65,Female,North,Property,16,12457.77,0,0.0
697,62,Male,East,Vehicle,18,21955.41,1,34558.73
698,18,Male,North,Vehicle,22,13715.03,1,37993.27
699,39,Male,West,Property,29,22330.23,1,42836.82
700,69,Male,South,Vehicle,22,18256.61,0,0.0
701,34,Male,East,Life,11,16928.27,1,30017.14
702,24,Female,East,Life,3,16474.93,0,0.0
703,42,Female,North,Vehicle,22,16575.19,1,16169.95
704,62,Male,East,Life,10,7289.31,1,10790.35
705,21,Male,West,Health,10,13884.47,0,0.0
706,53,Male,North,Property,21,18380.63,0,0.0
707,23,Male,North,Health,16,14804.41,1,38581.98
708,48,Female,North,Property,12,9379.24,0,0.0
709,36,Male,North,Vehicle,2,14790.38,0,0.0
710,61,Female,West,Health,9,21816.42,1,38804.32
711,56,Female,North,Vehicle,24,19987.57,0,0.0
712,44,Male,East,Vehicle,3,14751.98,1,25206.69
713,27,Female,West,Property,24,18805.8,0,0.0
714,43,Female,South,Property,25,13533.97,0,0.0
715,36,Female,South,Property,15,8184.51,1,6947.13
716,56,Female,East,Health,3,11302.14,0,0.0
717,20,Male,East,Life,19,21251.56,0,0.0
718,62,Male,West,Property,18,13904.03,1,5588.43
719,30,Female,South,Property,8,14026.46,0,0.0
720,67,Male,South,Health,26,13800.65,0,0.0
721,45,Male,South,Property,17,22616.55,0,0.0
722,37,Male,South,Health,8,21503.84,1,62350.37
723,45,Male,South,Vehicle,7,23875.12,1,30116.84
724,25,Male,North,Property,7,14363.82,1,27977.27
725,58,Female,East,Property,3,16182.5,0,0.0
726,56,Male,North,Vehicle,1,8933.43,1,6737.81
727,18,Male,South,Vehicle,4,20907.74,0,0.0
728,20,Male,West,Vehicle,25,10328.88,0,0.0
729,30,Male,West,Property,5,15867.1,0,0.0
730,45,Female,South,Life,1,10610.79,1,23329.58
731,66,Female,South,Life,15,12644.53,1,35712.77
732,42,Female,West,Life,5,11650.95,0,0.0
733,50,Female,North,Property,13,12568.5,0,0.0
734,55,Male,North,Vehicle,8,12843.51,1,24302.36
735,23,Female,South,Property,8,12806.92,0,0.0
736,61,Male,North,Vehicle,5,18333.34,1,11305.77
737,62,Male,West,Property,28,10580.55,0,0.0
738,49,Male,North,Property,9,15882.17,0,0.0
739,62,Male,South,Vehicle,1,19871.84,0,0.0
740,64,Male,West,Life,4,12947.21,0,0.0
741,38,Female,North,Vehicle,3,12128.32,1,23257.31
742,33,Female,East,Health,2,14077.9,0,0.0
743,38,Female,West,Health,8,19718.9,1,46502.84
744,28,Female,West,Vehicle,23,15776.43,0,0.0
745,54,Male,East,Property,9,12875.14,0,0.0
746,53,Female,East,Health,2,16935.51,0,0.0
747,52,Male,West,Health,14,10590.83,0,0.0
748,36,Female,East,Property,14,17725.44,1,24579.65
749,37,Male,South,Property,4,16634.43,0,0.0
750,35,Male,South,Life,6,13768.77,0,0.0
751,64,Female,South,Property,11,11645.66,0,0.0
752,58,Male,West,Vehicle,3,11453.28,0,0.0
753,66,Male,East,Vehicle,8,17139.27,0,0.0
754,31,Female,East,Life,3,19915.92,1,53169.15
755,32,Male,North,Health,14,12450.77,0,0.0
756,48,Female,North,Health,28,16833.55,0,0.0
757,18,Female,East,Property,13,6651.89,0,0.0
758,20,Female,East,Vehicle,13,12661.53,1,26396.54
759,33,Male,East,Health,2,14875.76,0,0.0
760,40,Male,West,Life,13,11361.27,0,0.0
761,28,Male,East,Life,29,11253.97,0,0.0
762,29,Female,North,Vehicle,19,12328.88,0,0.0
763,27,Male,West,Life,27,16168.77,0,0.0
764,49,Female,East,Life,6,14250.68,0,0.0
765,33,Female,North,Vehicle,16,6047.08,1,16817.25
766,25,Male,West,Property,2,6517.2,0,0.0
767,55,Female,East,Property,8,12572.54,1,25399.61
768,29,Male,East,Life,17,16830.75,0,0.0
769,41,Male,East,Property,23,4009.98,0,0.0
770,45,Male,West,Property,2,13001.08,0,0.0
771,25,Male,North,Life,10,12895.01,0,0.0
772,45,Male,North,Property,28,20553.35,1,12438.78
773,53,Female,South,Life,16,13459.91,0,0.0
774,43,Female,East,Health,6,16531.96,0,0.0
775,25,Female,South,Vehicle,28,15565.03,0,0.0
776,67,Male,South,Vehicle,2,6477.73,1,9469.84
777,45,Male,North,Property,2,18072.83,0,0.0
778,45,Male,West,Property,26,15861.59,1,13593.39
779,54,Female,West,Property,13,17033.07,0,0.0
780,58,Male,North,Vehicle,24,30704.95,0,0.0
781,53,Female,West,Health,15,6663.55,0,0.0
782,44,Female,South,Health,28,21898.79,0,0.0
783,34,Male,East,Vehicle,2,13850.21,0,0.0
784,26,Male,North,Health,7,16149.32,0,0.0
785,50,Female,East,Vehicle,3,14817.95,1,40856.7
786,37,Male,West,Health,8,13303.05,1,31544.92
787,30,Female,East,Life,23,12720.67,1,27430.73
788,45,Male,West,Life,14,16318.03,0,0.0
789,65,Male,West,Vehicle,24,8931.31,0,0.0
790,46,Female,South,Health,23,18002.32,0,0.0
791,30,Male,West,Property,27,13335.22,1,15535.52
792,63,Female,South,Health,22,10479.72,1,9865.99
793,52,Male,South,Life,29,13199.95,0,0.0
794,23,Female,South,Life,7,20028.6,0,0.0
795,35,Female,North,Health,21,12858.66,0,0.0
796,68,Male,North,Health,7,16433.81,0,0.0
797,22,Female,West,Property,1,12076.17,0,0.0
798,64,Male,South,Property,17,18031.69,0,0.0
799,42,Male,North,Health,9,17742.03,1,41480.68
800,19,Male,South,Health,21,22394.44,0,0.0
801,27,Female,East,Health,13,14297.74,0,0.0
802,47,Female,East,Health,21,17674.62,1,27770.89
803,67,Male,East,Vehicle,19,15392.27,0,0.0
804,62,Male,West,Health,21,20183.49,0,0.0
805,22,Female,South,Property,19,12124.67,0,0.0
806,50,Male,East,Life,25,17980.02,0,0.0
807,18,Male,North,Vehicle,25,14221.21,0,0.0
808,35,Female,East,Health,22,14743.25,1,13857.67
809,49,Male,East,Life,17,15367.01,0,0.0
810,64,Female,East,Vehicle,23,16008.96,0,0.0
811,66,Male,West,Life,23,14535.08,0,0.0
812,28,Female,North,Health,10,15858.85,0,0.0
813,38,Male,South,Health,10,21312.47,1,41342.1
814,43,Male,North,Property,4,18941.8,1,7090.32
815,42,Female,South,Health,8,18476.62,0,0.0
816,39,Male,West,Health,22,13177.84,1,16263.81
817,44,Female,West,Vehicle,20,11443.04,0,0.0
818,66,Male,West,Property,20,18821.2,1,29113.63
819,30,Female,West,Vehicle,18,18504.19,0,0.0
820,50,Female,South,Life,14,20890.68,1,13533.06
821,51,Female,East,Health,18,12584.08,1,37249.64
822,58,Female,South,Life,28,14081.81,0,0.0
823,52,Male,North,Vehicle,14,8442.06,0,0.0
824,18,Male,West,Health,20,13430.12,1,12379.12
825,38,Female,West,Health,21,18986.28,1,11773.0
826,65,Female,North,Vehicle,24,13134.02,0,0.0
827,23,Female,South,Vehicle,15,17561.92,1,14705.72
828,45,Male,East,Vehicle,22,14237.99,0,0.0
829,34,Male,East,Vehicle,4,16296.23,0,0.0
830,22,Male,North,Vehicle,13,10409.23,0,0.0
831,48,Male,East,Health,27,15340.84,0,0.0
832,22,Female,South,Vehicle,23,3035.46,1,8158.06
833,55,Female,South,Health,8,14252.42,0,0.0
834,20,Female,North,Health,18,8478.11,1,13694.92
835,40,Male,South,Vehicle,12,19823.98,0,0.0
836,54,Male,West,Vehicle,23,18109.63,0,0.0
837,54,Male,North,Property,14,16866.68,0,0.0
838,27,Female,South,Health,2,21084.02,0,0.0
839,27,Female,North,Vehicle,18,11204.33,0,0.0
840,36,Male,East,Vehicle,24,21989.45,0,0.0
841,34,Female,South,Vehicle,2,18728.77,0,0.0
842,38,Male,West,Property,11,14053.78,0,0.0
843,31,Male,South,Property,9,19542.48,0,0.0
844,26,Female,North,Life,12,10574.83,0,0.0
845,63,Male,North,Health,17,11701.94,1,22022.31
846,18,Female,South,Life,15,12565.64,1,5686.93
847,68,Male,West,Vehicle,25,12884.09,0,0.0
848,62,Female,West,Property,17,10773.77,0,0.0
849,30,Female,West,Property,26,19892.33,0,0.0
850,21,Female,North,Life,29,13964.58,1,6270.3
851,18,Male,South,Property,26,16410.02,0,0.0
852,66,Male,East,Vehicle,18,12718.59,0,0.0
853,57,Female,North,Property,22,7717.59,0,0.0
854,49,Female,West,Life,6,16080.23,0,0.0
855,51,Male,South,Vehicle,17,7350.98,0,0.0
856,45,Male,West,Life,23,14725.46,1,22465.83
857,48,Male,East,Property,24,9526.74,0,0.0
858,25,Female,West,Life,18,22949.1,0,0.0
859,56,Male,West,Life,8,18645.45,0,0.0
860,43,Male,East,Health,9,15423.02,0,0.0
861,51,Female,South,Property,6,20054.83,1,50050.37
862,20,Male,North,Property,5,11614.74,0,0.0
863,67,Male,South,Life,12,17173.92,1,46182.87
864,29,Male,East,Health,25,15799.24,0,0.0
865,18,Female,West,Property,29,16056.08,0,0.0
866,61,Female,South,Vehicle,28,20089.41,1,9792.12
867,22,Female,North,Life,11,17929.97,0,0.0
868,47,Female,East,Property,25,16154.89,1,28399.77
869,47,Female,South,Vehicle,1,8380.45,0,0.0
870,34,Female,North,Property,11,11159.81,1,31008.26
871,65,Female,East,Vehicle,19,14509.16,0,0.0
872,64,Male,North,Life,9,15373.49,0,0.0
873,40,Male,East,Property,27,10479.19,1,15257.06
874,32,Female,West,Property,2,24646.71,1,62190.38
875,54,Male,South,Health,12,21065.58,1,12780.65
876,38,Male,North,Life,4,17408.47,1,49174.39
877,31,Female,East,Vehicle,4,15288.15,1,35706.5
878,19,Male,North,Property,18,14151.16,0,0.0
879,28,Male,North,Property,15,11192.33,0,0.0
880,68,Male,South,Vehicle,19,15309.92,0,0.0
881,56,Male,West,Life,13,16031.01,0,0.0
882,55,Male,North,Health,19,10032.96,0,0.0
883,51,Female,East,Health,17,16336.71,0,0.0
884,55,Female,East,Property,6,14378.96,0,0.0
885,67,Female,West,Vehicle,16,7368.77,0,0.0
886,51,Male,East,Property,24,11558.46,0,0.0
887,35,Female,West,Vehicle,12,13345.58,0,0.0
888,47,Male,East,Health,19,22550.75,0,0.0
889,32,Male,South,Life,5,17226.21,1,48940.2
890,44,Male,North,Vehicle,17,9658.07,1,21221.36
891,68,Male,South,Health,26,16944.15,0,0.0
892,51,Female,North,Property,23,8810.78,0,0.0
893,69,Female,North,Vehicle,26,19330.76,0,0.0
894,55,Male,North,Life,29,13115.5,0,0.0
895,50,Female,South,Property,1,14625.46,0,0.0
896,41,Male,North,Property,28,20303.19,0,0.0
897,32,Female,South,Health,27,9851.35,0,0.0
898,47,Female,West,Vehicle,25,9411.53,0,0.0
899,59,Male,East,Property,24,12665.6,1,16991.17
900,68,Female,East,Life,23,19153.52,1,54217.51
901,34,Male,North,Vehicle,10,8922.62,0,0.0
902,22,Female,South,Life,15,3671.38,0,0.0
903,46,Male,East,Property,23,13195.36,0,0.0
904,21,Male,South,Life,21,17206.96,0,0.0
905,27,Female,South,Health,21,19801.05,1,19991.7
906,34,Female,North,Life,11,13147.35,0,0.0
907,27,Male,East,Vehicle,13,13354.29,1,16646.92
908,34,Female,North,Life,5,19615.6,0,0.0
909,37,Female,North,Life,1,7521.03,1,17308.36
910,41,Male,East,Health,24,13445.92,0,0.0
911,22,Male,East,Life,12,15761.7,1,37361.48
912,51,Female,West,Life,11,16796.87,0,0.0
913,23,Male,West,Property,17,12960.77,0,0.0
914,19,Male,South,Property,4,15137.76,0,0.0
915,30,Male,East,Vehicle,15,5046.69,0,0.0
916,60,Female,West,Property,25,12367.01,1,34834.81
917,60,Female,South,Property,9,16814.03,1,14306.65
918,65,Male,South,Property,21,11070.82,1,27513.49
919,28,Female,South,Property,20,15235.94,0,0.0
920,68,Male,West,Health,19,16787.49,1,38502.27
921,64,Female,East,Property,19,13629.8,0,0.0
922,40,Male,North,Health,12,15681.86,0,0.0
923,33,Male,South,Health,5,11149.07,0,0.0
924,48,Female,West,Property,10,14173.55,0,0.0
925,28,Male,West,Life,17,17440.86,0,0.0
926,33,Female,North,Health,5,15627.89,0,0.0
927,25,Female,North,Life,22,12653.87,0,0.0
928,21,Male,West,Life,16,15896.87,1,7723.43
929,57,Male,East,Property,7,17858.44,0,0.0
930,21,Female,North,Vehicle,28,6800.23,0,0.0
931,42,Male,West,Property,9,19636.3,0,0.0
932,20,Male,North,Vehicle,3,13654.98,0,0.0
933,49,Male,East,Vehicle,15,16701.96,0,0.0
934,20,Male,South,Property,16,19788.99,0,0.0
935,44,Male,North,Property,18,9513.31,0,0.0
936,46,Female,East,Vehicle,14,12162.24,0,0.0
937,49,Female,West,Property,3,13845.81,0,0.0
938,67,Male,North,Vehicle,12,11864.99,1,16847.08
939,68,Male,North,Life,9,21939.75,0,0.0
940,36,Male,West,Property,28,11572.91,0,0.0
941,38,Female,South,Life,7,12777.81,1,14425.54
942,22,Male,West,Health,9,15817.56,0,0.0
943,35,Female,North,Life,13,10191.4,0,0.0
944,45,Female,West,Life,18,13417.28,1,15733.85
945,59,Female,East,Vehicle,5,16269.81,0,0.0
946,39,Male,West,Life,13,13668.56,0,0.0
947,38,Female,North,Property,4,14626.45,0,0.0
948,23,Male,West,Vehicle,2,12882.67,0,0.0
949,18,Female,South,Health,16,8942.12,0,0.0
950,22,Male,West,Property,9,16286.37,0,0.0
951,58,Female,South,Health,9,22019.73,0,0.0
952,29,Male,East,Life,6,15073.61,0,0.0
953,43,Female,South,Property,11,15901.06,0,0.0
954,63,Male,West,Property,22,17770.89,0,0.0
955,51,Male,North,Health,24,9922.68,0,0.0
956,66,Male,South,Property,22,21810.06,0,0.0
957,31,Male,East,Property,1,15809.32,0,0.0
958,43,Female,South,Property,4,21527.43,1,63566.23
959,62,Female,South,Life,13,12067.87,0,0.0
960,44,Male,South,Health,23,22272.25,0,0.0
961,26,Female,East,Property,13,18100.62,0,0.0
962,43,Male,West,Vehicle,13,17212.16,0,0.0
963,64,Male,South,Vehicle,2,15936.1,1,32516.21
964,39,Female,South,Vehicle,9,14005.89,0,0.0
965,64,Male,North,Vehicle,24,19802.13,1,44046.17
966,47,Male,East,Life,8,15561.44,0,0.0
967,60,Female,South,Property,7,7131.72,1,21011.8
968,65,Male,East,Health,4,10531.25,0,0.0
969,34,Male,South,Property,18,14256.62,1,19246.86
970,43,Male,West,Life,3,16240.0,0,0.0
971,53,Male,West,Vehicle,28,14773.65,0,0.0
972,18,Female,South,Life,6,19875.88,0,0.0
973,25,Female,West,Property,12,7195.59,0,0.0
974,66,Female,South,Health,12,15574.35,1,38455.22
975,52,Male,West,Life,21,7728.08,0,0.0
976,69,Male,North,Health,28,18038.85,0,0.0
977,32,Female,North,Life,8,14622.17,1,21888.7
978,64,Male,North,Health,22,16678.44,0,0.0
979,39,Male,East,Health,22,11544.47,1,30767.25
980,31,Male,East,Vehicle,1,20117.86,1,15000.04
981,43,Male,North,Health,4,19166.9,0,0.0
982,45,Female,East,Vehicle,21,17334.18,1,49543.66
983,40,Female,West,Property,28,14481.93,0,0.0
984,31,Female,South,Property,11,17319.43,0,0.0
985,41,Male,South,Vehicle,3,12172.43,0,0.0
986,19,Female,South,Vehicle,13,18422.22,0,0.0
987,62,Female,North,Life,25,21597.92,1,18081.18
988,43,Male,East,Life,17,19282.44,1,22239.88
989,31,Male,West,Life,22,12081.59,0,0.0
990,68,Female,West,Property,22,16445.67,0,0.0
991,24,Female,North,Life,10,9827.43,1,23513.32
992,20,Female,West,Health,21,17289.56,0,0.0
993,64,Female,West,Health,12,16802.41,0,0.0
994,40,Male,West,Life,15,7520.73,0,0.0
995,63,Female,West,Health,21,10352.86,1,15260.7
996,60,Female,East,Property,10,13867.44,0,0.0
997,64,Male,West,Health,14,13796.56,1,27132.62
998,62,Female,South,Property,13,10162.09,1,16330.52
999,35,Male,North,Vehicle,5,16555.91,0,0.0
1000,55,Male,East,Vehicle,6,16005.89,0,0.0
